id,kind,archetype_id,archetype_name,level,power,power_band,seed,weapon_id,spell_ids,passive_id,pet_id,weapon_level,weapon_quality_tier,track16_scenario_id,potion_slot,spell_behaviors
PLBOT_bot_max_spender_5h_p0,fixed,funeral_burst,Funeral Burst,10,1386,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_5h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,9,0,,,
PLBOT_bot_max_spender_5h_p12,fixed,funeral_burst,Funeral Burst,10,1516,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_5h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,,
PLBOT_bot_max_spender_10h_m12,fixed,funeral_burst,Funeral Burst,13,1846,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_10h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,10,0,,,
PLBOT_bot_max_spender_10h_p0,fixed,funeral_burst,Funeral Burst,13,1976,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_10h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,11,0,,,
PLBOT_bot_max_spender_10h_p12,fixed,funeral_burst,Funeral Burst,13,2106,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_10h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,12,0,,,
PLBOT_bot_max_spender_15h_m12,fixed,funeral_burst,Funeral Burst,14,2098,band_004,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_15h_m12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,11,0,,,
PLBOT_bot_max_spender_15h_p0,fixed,funeral_burst,Funeral Burst,14,2308,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_15h_p0,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,12,0,,,
PLBOT_bot_max_spender_15h_p12,fixed,funeral_burst,Funeral Burst,14,2358,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_15h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,,13,0,,,
PLBOT_bot_max_spender_20h_m12,fixed,familiar_handler,Familiar Handler,16,2834,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_20h_m12,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,12,0,,,
PLBOT_bot_max_spender_20h_p0,fixed,familiar_handler,Familiar Handler,16,3162,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_20h_p0,varinha_cinzas,sussurro_medo|marca_brasa,pacto_familiar,corvo_pressagio,14,0,,,
PLBOT_bot_max_spender_20h_p12,fixed,funeral_burst,Funeral Burst,16,3296,band_005,battle_lab_character_rework_20260525:progression_bot:bot_max_spender_20h_p12,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,cranio_errante,16,0,,,
T16_potion_default_L7_summoner_fixed,track16,summoner,Summoner (Pocao default hp<40),7,746,band_003,battle_lab_character_rework_20260525:summoner:L7:fixed:0:track16:potion_default,cajado_ossario,sussurro_medo,,,4,2,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L7_defensive_occultist_fixed,track16,defensive_occultist,Defensive Occultist (Pocao default hp<40),7,676,band_003,battle_lab_character_rework_20260525:defensive_occultist:L7:fixed:0:track16:potion_default,idolo_pedra_viva,geada_ossos,,,4,1,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L7_dot_pressure_fixed,track16,dot_pressure,DoT Pressure (Pocao default hp<40),7,916,band_003,battle_lab_character_rework_20260525:dot_pressure:L7:fixed:0:track16:potion_default,athame_hematico,toxina_palida|marca_brasa,,,4,1,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L7_funeral_burst_fixed,track16,funeral_burst,Funeral Burst (Pocao default hp<40),7,996,band_003,battle_lab_character_rework_20260525:funeral_burst:L7:fixed:0:track16:potion_default,cajado_ossario,descarga_nervosa|marca_brasa,,,4,1,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L15_summoner_fixed,track16,summoner,Summoner (Pocao default hp<40),15,2228,band_005,battle_lab_character_rework_20260525:summoner:L15:fixed:0:track16:potion_default,cajado_ossario,sussurro_medo,ossuario_interior,cranio_errante,8,3,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L15_defensive_occultist_fixed,track16,defensive_occultist,Defensive Occultist (Pocao default hp<40),15,2784,band_005,battle_lab_character_rework_20260525:defensive_occultist:L15:fixed:0:track16:potion_default,idolo_pedra_viva,coagulo_negro|raizes_pedra,pedra_interna,escaravelho_pedra,8,2,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L15_dot_pressure_fixed,track16,dot_pressure,DoT Pressure (Pocao default hp<40),15,2684,band_005,battle_lab_character_rework_20260525:dot_pressure:L15:fixed:0:track16:potion_default,athame_hematico,toxina_palida|marca_brasa,alquimia_toxica,serpente_toxina,8,2,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L15_funeral_burst_fixed,track16,funeral_burst,Funeral Burst (Pocao default hp<40),15,2814,band_005,battle_lab_character_rework_20260525:funeral_burst:L15:fixed:0:track16:potion_default,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,cranio_errante,9,2,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L25_summoner_fixed,track16,summoner,Summoner (Pocao default hp<40),25,5694,band_005,battle_lab_character_rework_20260525:summoner:L25:fixed:0:track16:potion_default,cajado_ossario,sussurro_medo|erguer_ossos|invocar_brasa_faminta,ossuario_interior,cranio_errante,14,4,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L25_defensive_occultist_fixed,track16,defensive_occultist,Defensive Occultist (Pocao default hp<40),25,5534,band_005,battle_lab_character_rework_20260525:defensive_occultist:L25:fixed:0:track16:potion_default,idolo_pedra_viva,coagulo_negro|raizes_pedra|geada_ossos,pedra_interna,escaravelho_pedra,14,3,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L25_dot_pressure_fixed,track16,dot_pressure,DoT Pressure (Pocao default hp<40),25,5368,band_005,battle_lab_character_rework_20260525:dot_pressure:L25:fixed:0:track16:potion_default,athame_hematico,toxina_palida|marca_brasa|hemorragia_induzida,alquimia_toxica,serpente_toxina,14,3,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L25_funeral_burst_fixed,track16,funeral_burst,Funeral Burst (Pocao default hp<40),25,5708,band_005,battle_lab_character_rework_20260525:funeral_burst:L25:fixed:0:track16:potion_default,cajado_ossario,descarga_nervosa|marca_brasa|incisao_ritual,ossuario_interior,cranio_errante,16,3,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L40_summoner_fixed,track16,summoner,Summoner (Pocao default hp<40),40,8912,band_005,battle_lab_character_rework_20260525:summoner:L40:fixed:0:track16:potion_default,cajado_ossario,sussurro_medo|erguer_ossos|invocar_brasa_faminta,ossuario_interior,cranio_errante,22,4,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L40_defensive_occultist_fixed,track16,defensive_occultist,Defensive Occultist (Pocao default hp<40),40,8728,band_005,battle_lab_character_rework_20260525:defensive_occultist:L40:fixed:0:track16:potion_default,idolo_pedra_viva,coagulo_negro|raizes_pedra|geada_ossos,pedra_interna,escaravelho_pedra,22,4,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L40_dot_pressure_fixed,track16,dot_pressure,DoT Pressure (Pocao default hp<40),40,8526,band_005,battle_lab_character_rework_20260525:dot_pressure:L40:fixed:0:track16:potion_default,athame_hematico,toxina_palida|marca_brasa|hemorragia_induzida,alquimia_toxica,serpente_toxina,22,4,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_default_L40_funeral_burst_fixed,track16,funeral_burst,Funeral Burst (Pocao default hp<40),40,9092,band_005,battle_lab_character_rework_20260525:funeral_burst:L40:fixed:0:track16:potion_default,cajado_ossario,descarga_nervosa|marca_brasa|incisao_ritual,ossuario_interior,cranio_errante,25,4,potion_default,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":true,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_disabled_L15_defensive_occultist_fixed,track16,defensive_occultist,Defensive Occultist (Pocao behavior disabled),15,2784,band_005,battle_lab_character_rework_20260525:defensive_occultist:L15:fixed:0:track16:potion_disabled,idolo_pedra_viva,coagulo_negro|raizes_pedra,pedra_interna,escaravelho_pedra,8,2,potion_disabled,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":false,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_disabled_L15_funeral_burst_fixed,track16,funeral_burst,Funeral Burst (Pocao behavior disabled),15,2814,band_005,battle_lab_character_rework_20260525:funeral_burst:L15:fixed:0:track16:potion_disabled,cajado_ossario,descarga_nervosa|marca_brasa,ossuario_interior,cranio_errante,9,2,potion_disabled,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":false,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_disabled_L25_defensive_occultist_fixed,track16,defensive_occultist,Defensive Occultist (Pocao behavior disabled),25,5534,band_005,battle_lab_character_rework_20260525:defensive_occultist:L25:fixed:0:track16:potion_disabled,idolo_pedra_viva,coagulo_negro|raizes_pedra|geada_ossos,pedra_interna,escaravelho_pedra,14,3,potion_disabled,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":false,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_potion_disabled_L25_funeral_burst_fixed,track16,funeral_burst,Funeral Burst (Pocao behavior disabled),25,5708,band_005,battle_lab_character_rework_20260525:funeral_burst:L25:fixed:0:track16:potion_disabled,cajado_ossario,descarga_nervosa|marca_brasa|incisao_ritual,ossuario_interior,cranio_errante,16,3,potion_disabled,"{""slotIndex"":1,""itemId"":""pocao_vida"",""quantity"":1,""behavior"":{""enabled"":false,""hp"":{""mode"":""below"",""percent"":40},""mana"":{""mode"":""ignore"",""percent"":0}}}",
T16_spell_behavior_disabled_L7_mental_controller_fixed,track16,mental_controller,Mental Controller (Primeira spell desativada),7,996,band_003,battle_lab_character_rework_20260525:mental_controller:L7:fixed:0:track16:spell_behavior_disabled,grimorio_veu,sussurro_medo|terror_primordial,,,4,1,spell_behavior_disabled,,"{""sussurro_medo"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L7_elemental_mixer_fixed,track16,elemental_mixer,Elemental Mixer (Primeira spell desativada),7,1024,band_003,battle_lab_character_rework_20260525:elemental_mixer:L7:fixed:0:track16:spell_behavior_disabled,orbe_tempestade,descarga_nervosa|marca_brasa,,,5,1,spell_behavior_disabled,,"{""descarga_nervosa"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L7_summoner_fixed,track16,summoner,Summoner (Primeira spell desativada),7,746,band_003,battle_lab_character_rework_20260525:summoner:L7:fixed:0:track16:spell_behavior_disabled,cajado_ossario,sussurro_medo,,,4,2,spell_behavior_disabled,,"{""sussurro_medo"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L7_dot_pressure_fixed,track16,dot_pressure,DoT Pressure (Primeira spell desativada),7,916,band_003,battle_lab_character_rework_20260525:dot_pressure:L7:fixed:0:track16:spell_behavior_disabled,athame_hematico,toxina_palida|marca_brasa,,,4,1,spell_behavior_disabled,,"{""toxina_palida"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L15_mental_controller_fixed,track16,mental_controller,Mental Controller (Primeira spell desativada),15,2712,band_005,battle_lab_character_rework_20260525:mental_controller:L15:fixed:0:track16:spell_behavior_disabled,grimorio_veu,sussurro_medo|terror_primordial,doutrina_pavor,corvo_pressagio,9,2,spell_behavior_disabled,,"{""sussurro_medo"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L15_elemental_mixer_fixed,track16,elemental_mixer,Elemental Mixer (Primeira spell desativada),15,2740,band_005,battle_lab_character_rework_20260525:elemental_mixer:L15:fixed:0:track16:spell_behavior_disabled,orbe_tempestade,descarga_nervosa|marca_brasa,pulso_tempestade,serpe_tempestade,10,2,spell_behavior_disabled,,"{""descarga_nervosa"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L15_summoner_fixed,track16,summoner,Summoner (Primeira spell desativada),15,2228,band_005,battle_lab_character_rework_20260525:summoner:L15:fixed:0:track16:spell_behavior_disabled,cajado_ossario,sussurro_medo,ossuario_interior,cranio_errante,8,3,spell_behavior_disabled,,"{""sussurro_medo"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L15_dot_pressure_fixed,track16,dot_pressure,DoT Pressure (Primeira spell desativada),15,2684,band_005,battle_lab_character_rework_20260525:dot_pressure:L15:fixed:0:track16:spell_behavior_disabled,athame_hematico,toxina_palida|marca_brasa,alquimia_toxica,serpente_toxina,8,2,spell_behavior_disabled,,"{""toxina_palida"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L25_mental_controller_fixed,track16,mental_controller,Mental Controller (Primeira spell desativada),25,5566,band_005,battle_lab_character_rework_20260525:mental_controller:L25:fixed:0:track16:spell_behavior_disabled,grimorio_veu,sussurro_medo|terror_primordial|labirinto_razao,doutrina_pavor,corvo_pressagio,16,3,spell_behavior_disabled,,"{""sussurro_medo"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L25_elemental_mixer_fixed,track16,elemental_mixer,Elemental Mixer (Primeira spell desativada),25,5544,band_005,battle_lab_character_rework_20260525:elemental_mixer:L25:fixed:0:track16:spell_behavior_disabled,orbe_tempestade,descarga_nervosa|marca_brasa|mare_escura,pulso_tempestade,serpe_tempestade,16,3,spell_behavior_disabled,,"{""descarga_nervosa"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L25_summoner_fixed,track16,summoner,Summoner (Primeira spell desativada),25,5694,band_005,battle_lab_character_rework_20260525:summoner:L25:fixed:0:track16:spell_behavior_disabled,cajado_ossario,sussurro_medo|erguer_ossos|invocar_brasa_faminta,ossuario_interior,cranio_errante,14,4,spell_behavior_disabled,,"{""sussurro_medo"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
T16_spell_behavior_disabled_L25_dot_pressure_fixed,track16,dot_pressure,DoT Pressure (Primeira spell desativada),25,5368,band_005,battle_lab_character_rework_20260525:dot_pressure:L25:fixed:0:track16:spell_behavior_disabled,athame_hematico,toxina_palida|marca_brasa|hemorragia_induzida,alquimia_toxica,serpente_toxina,14,3,spell_behavior_disabled,,"{""toxina_palida"":{""enabled"":false,""hp"":{""mode"":""ignore"",""percent"":0},""mana"":{""mode"":""ignore"",""percent"":0}}}"
